p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PTGER2,1.19178399266335e-10,0.288765252140172,0.253,0.166,1.69304833997756e-06
POLR3GL,5.83148587929708e-09,0.288566222447723,0.448,0.359,8.28420884012943e-05
NLRC3,1.26912631334265e-10,0.288547658063885,0.186,0.11,1.80292084073456e-06
CLK1,5.88280019914352e-09,0.288221725261245,0.489,0.406,8.35710596290329e-05
HECTD1,7.60870752181303e-07,0.288111296545916,0.322,0.258,0.0108089299054876
SCP2,1.26896775417501e-08,0.288069878722711,0.489,0.42,0.000180269559158103
UAP1,2.80578114367006e-11,0.287878361857431,0.128,0.066,3.98589269269769e-07
SLC39A7,9.39921908127234e-11,0.287211199981359,0.183,0.11,1.33525306268555e-06
UROS,3.42740913892541e-08,0.287088592442761,0.235,0.164,0.000486897742275743
TMEM59,1.50809315132156e-12,0.286750217941837,0.642,0.568,2.14239713076741e-08
MRPL10,3.1078783592968e-08,0.286528386897139,0.267,0.19,0.000441505199721704
CTNNBIP1,1.97265479521344e-11,0.285554067121242,0.142,0.077,2.80235340208021e-07
TPI1,2.70695583596178e-14,0.284184688631328,0.678,0.584,3.8455014605673e-10
NFATC2,6.69660072638568e-10,0.284048849149244,0.215,0.136,9.5131909919035e-06
PPP2R2B,1.03455050627039e-12,0.283535047339518,0.117,0.056,1.46968244920772e-08
ARNTL,3.53950636057962e-09,0.283071033264385,0.185,0.116,5.02822273583941e-05
H3F3B,2.90709461236612e-92,0.282631043658744,0.999,0.994,4.12981860632731e-88
SELPLG,1.38699011969415e-07,0.282469763629342,0.431,0.35,0.00197035816403751
HSP90B1,3.05849621785699e-18,0.282265727709015,0.779,0.698,4.34489972708764e-14
SDF2,1.10984452304037e-08,0.282255407740756,0.228,0.155,0.000157664512943116
RHBDF2,2.56259099085608e-09,0.282178698460265,0.211,0.138,3.64041676161015e-05
OTULINL,1.57078408653805e-09,0.281939301563048,0.261,0.179,2.23145587333595e-05
SEC14L1,5.56510174947414e-08,0.281880259116638,0.299,0.225,0.000790578354530296
SLC20A1,1.09924587418203e-09,0.281823484077887,0.285,0.2,1.56158868886299e-05
DTX3,1.79402781821194e-19,0.281784953331235,0.11,0.04,2.54859591855188e-15
LSM1,3.13977118984109e-08,0.281494806062069,0.292,0.213,0.000446035895228825
MAP2K2,2.14887134144303e-08,0.281354263592732,0.517,0.446,0.000305268662765397
ATP1B3,2.60584979307337e-07,0.281180533610552,0.356,0.289,0.00370187021604003
IL12RB1,9.9265913178649e-10,0.280176592827169,0.218,0.143,1.41017156261589e-05
MOB3A,1.20360045904175e-07,0.279347485388094,0.251,0.184,0.00170983481211471
ITGA4,9.2340039587624e-13,0.277843065738891,0.653,0.548,1.31178260238179e-08
RIC8A,2.17098402271136e-08,0.27730160971406,0.192,0.126,0.000308409990266376
ARIH2,1.05327352060227e-08,0.277063506402441,0.358,0.27,0.000149628036336759
TAPBPL,6.35764709000774e-10,0.277041084548744,0.156,0.091,9.03167345606499e-06
DNTTIP2,2.64558994573061e-08,0.27697395936045,0.419,0.337,0.00037583250769049
PPP2R5A,5.91152179422801e-08,0.276904280455952,0.288,0.214,0.000839790786088031
MED10,1.67170099299805e-10,0.276374529887885,0.578,0.475,2.37481843065303e-06
CAPNS1,7.55629032002567e-09,0.275136670940595,0.548,0.467,0.000107344660286285
MFSD10,6.03102344153295e-08,0.27505397880613,0.305,0.227,0.000856767190104172
IKZF3,6.14591568088845e-08,0.274709777332343,0.414,0.32,0.000873088781627013
TAOK3,3.81181602296731e-09,0.274268958944317,0.52,0.439,5.41506584222735e-05
EPS15L1,2.11354737643892e-10,0.27393168346872,0.187,0.113,3.00250540296913e-06
STARD4,1.39142726391279e-10,0.273705747465656,0.125,0.067,1.9766615711145e-06
CYB5B,1.97933200321984e-07,0.273564983805215,0.222,0.157,0.00281183904377411
SRSF7,1.0263777821117e-19,0.273463622601467,0.764,0.691,1.45807227726788e-15
KANSL1,1.189129195013e-12,0.273161548764111,0.625,0.538,1.68927693443547e-08
ZNF428,2.48133690101292e-07,0.272611145943969,0.366,0.284,0.00352498720157895
C11orf21,3.40822592997597e-07,0.272388335928033,0.172,0.116,0.00484172575612386
SUPV3L1,2.15922651711625e-09,0.272355728524642,0.214,0.137,3.06739719021535e-05
PSMD8,3.71114232119656e-09,0.271798993249957,0.525,0.436,5.27204878149184e-05
BCR,2.68217879168747e-09,0.271796837392879,0.164,0.098,3.81030319147122e-05
DTNBP1,4.85817018565428e-09,0.271600596518696,0.209,0.135,6.90151656574046e-05
ICAM2,4.63294268678531e-08,0.271244545490194,0.282,0.206,0.000658155838084722
NDUFS8,4.51305073898369e-08,0.270878652401523,0.435,0.36,0.000641123987980022
LSP1,9.21616708596787e-27,0.2707511057659,0.902,0.82,1.3092486962326e-22
TAF13,1.16741344842176e-08,0.270723406470569,0.122,0.07,0.000165842754482795
FBXL15,2.13440339285007e-07,0.270167502028645,0.238,0.17,0.00303213345988281
TMED1,1.011712380325e-12,0.270146989746171,0.109,0.05,1.4372386074897e-08
LRRC8A,6.57341075363852e-09,0.268821458492167,0.135,0.078,9.33818731661889e-05
GATA3,6.32765803118294e-09,0.268578821555802,0.207,0.132,8.98907099909849e-05
HNRNPL,5.46614420383928e-09,0.267976174555403,0.526,0.466,7.76520445597408e-05
DDX3Y,2.4121501858545e-07,0.267736477637849,0.23,0.162,0.00342670055402491
CNPY2,1.16969436053334e-07,0.267034762588258,0.351,0.271,0.00166166780857366
NFKBIA,2.43076074202357e-09,0.266309173149103,0.614,0.556,3.45313871011868e-05
MEF2D,3.83356291796817e-07,0.266074343719037,0.215,0.153,0.00544595948126558
MAPKAPK2,2.61218610239696e-07,0.26598995115767,0.291,0.221,0.00371087157706513
RNF168,2.62131258901263e-07,0.265689967250658,0.228,0.163,0.00372383666395134
CFL1,1.51356867638504e-79,0.265633189953621,0.999,0.987,2.15017566167259e-75
NEDD9,2.4162130739829e-06,0.265239674479576,0.181,0.128,0.0343247229290011
TMED10,8.43558297541576e-08,0.265119585067297,0.464,0.393,0.00119835891748756
LCP1,7.10186944226827e-25,0.264881604560617,0.899,0.79,1.00889157296863e-20
AMZ2,1.70566988302098e-09,0.264811305270545,0.234,0.154,2.42307463581961e-05
PHF20,7.53126118224013e-08,0.264637574186972,0.48,0.402,0.00106989096354903
CCDC69,1.5502352588264e-07,0.2646362910647,0.438,0.363,0.00220226420868879
APOL6,1.09636844623804e-08,0.264518609836539,0.463,0.378,0.000155750101472576
CCDC88C,4.87905710389473e-07,0.26448585828279,0.403,0.329,0.00693118852179285
GLCCI1,2.86613912504983e-08,0.264358919972345,0.187,0.12,0.000407163724104579
TRAPPC2,2.76109499478778e-07,0.264243242469534,0.323,0.245,0.00392241154959552
POLG,1.15916890614709e-09,0.262494209535359,0.186,0.115,1.64671534807256e-05
NFATC3,4.0088725979687e-08,0.261303520628788,0.374,0.29,0.000569500441267433
TRAPPC1,4.16770464315578e-09,0.261157785721563,0.592,0.52,5.9206412160671e-05
NCBP2AS2,8.75661692604704e-08,0.261078059067941,0.41,0.324,0.00124396500051424
RAPGEF1,2.51985794677345e-06,0.260461545338423,0.296,0.232,0.0357971019918636
POLR2B,2.67574903264825e-07,0.260082272315722,0.403,0.327,0.00380116907578011
KLRC4,4.13464587861205e-10,0.259628773005597,0.153,0.087,5.87367793515627e-06
SUMO1,4.4367307965421e-10,0.259175121213732,0.58,0.505,6.30281976956771e-06
ZBED4,5.2526799664228e-09,0.258661590140853,0.144,0.085,7.46195716030023e-05
DDA1,6.15853964461291e-07,0.258401715854679,0.246,0.181,0.00874882141913711
EVL,1.24395209351527e-22,0.257590395799885,0.891,0.781,1.7671583440478e-18
EIF3G,3.51045891426644e-18,0.256455146613126,0.796,0.757,4.9869579336069e-14
IKBKG,3.33526995181483e-08,0.256277696301596,0.147,0.091,0.000473808449354814
HSPA9,4.95646794445214e-07,0.256271890252816,0.496,0.434,0.00704115836188872
MPST,9.4778569214607e-08,0.255776167294537,0.15,0.096,0.00134642435426271
RABAC1,9.58927650534181e-08,0.255292555115848,0.572,0.503,0.00136225262034886
AP2B1,7.20028016980523e-07,0.255206967450418,0.349,0.277,0.0102287180092253
CD47,2.96786375493011e-13,0.254624594697118,0.715,0.621,4.21614725025371e-09
PIN1,1.12207679394644e-07,0.254240266490235,0.402,0.317,0.00159402229348031
GFI1,7.35914864021131e-12,0.254027702635944,0.109,0.051,1.04544065582842e-07
BRD2,6.64479921345543e-07,0.254013871512405,0.42,0.348,0.00943960176263479
VPS16,5.07661728746119e-08,0.25340002188651,0.141,0.086,0.000721184251856737
PIK3C2A,2.35787383438459e-08,0.253271363561469,0.186,0.121,0.000334959556912675
PSD4,5.82333141721444e-07,0.253129598000163,0.187,0.128,0.00827262461129483
TSPAN2,1.44829059496992e-11,0.2530446717064,0.1,0.046,2.05744161921427e-07
ANKRD11,5.2052268034014e-11,0.25196582073226,0.63,0.56,7.39454519691202e-07
SSBP4,9.63850312653458e-08,0.251823705442339,0.487,0.409,0.0013692457541555
PRPF4B,3.27225966878747e-08,0.251407920724074,0.52,0.442,0.000464857208547948
MAF,6.72365007010165e-10,0.25093898290907,0.215,0.133,9.55161728958641e-06
HYOU1,2.77652921274282e-08,0.250861472649416,0.153,0.095,0.000394433739962245
SSX2IP,3.53126933034974e-12,0.250777677220365,0.1,0.046,5.01652121069484e-08
SRSF2,8.2307919995399e-11,0.250731855067771,0.669,0.605,1.16926631145464e-06
GNL1,8.04420118620041e-08,0.250380122405866,0.256,0.18,0.00114275922051163
CCDC88B,3.98617411455793e-07,0.250005794410861,0.263,0.196,0.005662758947141
GRB2,8.59527427928841e-11,-0.250624586006587,0.426,0.555,1.22104466411571e-06
C12orf76,2.75895491075692e-06,-0.25067860532044,0.057,0.108,0.0391937134622128
SVBP,2.32237453043521e-06,-0.250910115586571,0.129,0.198,0.0329916525793626
RUFY3,1.55766993409657e-06,-0.251493736779669,0.086,0.147,0.0221282590837758
SLC6A6,6.51340408706922e-08,-0.25190233512053,0.078,0.15,0.000925294184609053
HK1,3.78168402217878e-07,-0.251963065053094,0.123,0.199,0.00537226032190717
NOP58,2.05732577976421e-06,-0.25221485309533,0.246,0.325,0.0292263700273303
AZI2,1.51135901885488e-06,-0.252918444870219,0.1,0.166,0.0214703662218524
EIF3A,2.30204305526165e-09,-0.253056273656504,0.429,0.548,3.2702823643047e-05
FXR1,3.58273210842177e-08,-0.254111626773768,0.376,0.479,0.000508962923322397
PHKB,5.2529636173209e-07,-0.254256143180639,0.197,0.281,0.00746236011476607
RPL12,1.60865956459177e-66,-0.254503781759725,1,1,2.28526177745906e-62
TIMM10,4.92493557796686e-07,-0.254717829880823,0.07,0.131,0.00699636348205972
ZYG11B,2.58908980995352e-07,-0.255197816745872,0.074,0.138,0.00367806098401997
RPS11,6.70891334676689e-69,-0.255532635753649,0.999,1,9.53068230041704e-65
SUN1,6.13862543706401e-07,-0.255778273697549,0.055,0.111,0.00872053129589313
PPP3CB,9.77776961383703e-07,-0.256023368046221,0.105,0.173,0.0138902995134169
ZNF24,1.14720633960307e-06,-0.256153524031678,0.185,0.26,0.0162972132604012
RPL8,3.61899052443522e-55,-0.25632558178371,0.999,0.999,5.14113793901268e-51
JMJD1C,1.09869502495604e-07,-0.256496788699343,0.292,0.388,0.00156080615245255
ERGIC3,5.15054020840437e-07,-0.256624344085594,0.224,0.307,0.00731685742005924
RPL9,1.15300641627084e-63,-0.258204054388898,1,1,1.63796091495436e-59
PRNP,6.22229446944188e-07,-0.258314396877813,0.15,0.226,0.00883939152328913
PAFAH1B3,1.91723772836121e-07,-0.259071062781826,0.049,0.106,0.00272362791690993
PLIN2,5.62093402876002e-07,-0.259235005635322,0.148,0.224,0.00798509888125649
CCNG1,9.25597503717685e-07,-0.259336499149031,0.182,0.261,0.0131490381378134
RPL32,1.19683631825713e-64,-0.259425646938012,1,1,1.70022567371608e-60
EHBP1L1,1.9932785985976e-06,-0.259484821230382,0.171,0.246,0.0283165157716775
SENP6,1.97645760728125e-07,-0.259540183873989,0.226,0.319,0.00280775567690374
SLC25A6,1.14831165658429e-27,-0.259845358486223,0.866,0.94,1.63129153934364e-23
UBAC2,2.58145881820025e-06,-0.260024995497124,0.187,0.256,0.0366722039713528
DCK,3.28016719863121e-07,-0.260038772573725,0.179,0.26,0.0046598055223755
CRLF3,6.65695222362942e-07,-0.260096687669507,0.214,0.294,0.00945686632888795
MICOS10,3.1920787740098e-09,-0.26016688610798,0.353,0.468,4.53466710635833e-05
C12orf10,2.57516849191266e-06,-0.260309432219618,0.109,0.171,0.0365828435961112
SBNO1,1.36161994998829e-06,-0.260485515697456,0.217,0.294,0.0193431730095337
PFDN5,1.39741595598695e-48,-0.260501190577614,0.981,0.993,1.98516910707507e-44
PSMB5,6.6202710257253e-08,-0.260926006284292,0.048,0.108,0.000940475701914536
PBX2,1.4778816375064e-07,-0.26100611010772,0.133,0.212,0.00209947865424159
MFSD14B,1.67244651241991e-07,-0.261011477582437,0.087,0.156,0.00237587751554372
SIPA1L1,2.19700861335199e-06,-0.262361371782859,0.099,0.162,0.0312107043612784
RARA,5.52214833353365e-08,-0.262839540113007,0.069,0.136,0.00078447639226179
TSPO,2.89559971678271e-09,-0.262991489793087,0.559,0.635,4.11348895766152e-05
UBE2N,7.21490772235043e-09,-0.26380743632601,0.248,0.349,0.00010249497910371
NFATC1,1.93652832334109e-07,-0.263860891451307,0.048,0.105,0.00275103213613835
STAT2,5.58496127925009e-07,-0.263884987522251,0.162,0.24,0.00793399599330268
USP32,8.24038444024416e-09,-0.263992577729911,0.041,0.105,0.000117062901358109
RPS25,1.49459715633674e-54,-0.264235686416863,1,1,2.12322472029197e-50
PRDX2,4.87776980702761e-08,-0.26431028581045,0.368,0.445,0.000692935978786342
RB1,3.73839153815849e-07,-0.265109842932352,0.169,0.249,0.00531075901910795
RPL38,2.38593528313672e-63,-0.26602276488701,0.999,1,3.38945966322403e-59
MANBA,5.8086862770244e-07,-0.26619695955719,0.086,0.151,0.00825181972514087
MCRIP2,7.09648567501936e-08,-0.267116604662347,0.078,0.146,0.00100812675499325
STAT5A,3.09880839829634e-07,-0.267269938112285,0.103,0.173,0.00440216721061979
NBDY,1.29456262869591e-06,-0.267434625735309,0.229,0.302,0.0183905567032542
NAIP,1.10949992451189e-06,-0.267444187168666,0.124,0.193,0.0157615559276159
CARS2,3.7909051329656e-07,-0.267558280218997,0.106,0.176,0.00538535983189093
RPS5,4.88220498991704e-44,-0.267630899099779,1,0.999,6.93566040867615e-40
UFL1,1.42828137721014e-06,-0.267914565259013,0.14,0.209,0.0202901652446473
REEP3,1.52603356118467e-08,-0.268513430770259,0.049,0.114,0.000216788327701894
ELOVL5,4.53238936637052e-08,-0.268588514004159,0.162,0.251,0.000643871233386596
EEF1E1,7.92307172033294e-08,-0.268781337839857,0.07,0.136,0.0011255515685905
CEP68,8.47072095418784e-07,-0.269335588998156,0.057,0.111,0.0120335061875192
TECPR1,5.70401107099992e-07,-0.270100627013433,0.092,0.156,0.00810311812746249
CHPT1,2.97523612214559e-06,-0.270129446885929,0.107,0.171,0.0422662043512003
ANO6,1.54874627655757e-07,-0.270456624760671,0.074,0.14,0.00220014896047768
RPS12,1.15082882986803e-68,-0.270475080636994,1,1,1.63486743571053e-64
APIP,8.43871368513122e-09,-0.270600771925577,0.04,0.102,0.000119880366610974
CNTRL,3.2487168201147e-07,-0.270645708542329,0.199,0.28,0.00461512711465495
GGA3,1.34534736029197e-07,-0.271326131856549,0.052,0.111,0.00191120046003077
CMPK1,3.30551125460069e-10,-0.271397757834531,0.39,0.507,4.69580928828574e-06
SH2B3,1.78855571954521e-07,-0.27214361030272,0.086,0.154,0.00254082225518593
SKI,1.10283881424054e-07,-0.272175375301943,0.075,0.141,0.00156669281951011
UTP18,1.80627562016286e-07,-0.27221989104343,0.089,0.157,0.00256599514600335
OSBPL10,7.85737888570615e-07,-0.272243985732465,0.057,0.112,0.0111621924450342
MTRNR2L8,1.09721772478752e-07,-0.272288340396682,0.14,0.222,0.00155870749983316
NENF,3.11109371482104e-08,-0.272794566812146,0.148,0.235,0.000441961973127477
HIVEP1,1.07476138220104e-06,-0.272798581625488,0.063,0.117,0.0152680601955479
NPM1,4.52393769524006e-36,-0.273344142920088,0.945,0.957,6.42670588985803e-32
RPS9,1.72723867495405e-78,-0.273346575649998,0.999,1,2.45371526163972e-74
BNIP3,1.66822397410476e-06,-0.273504345811563,0.063,0.115,0.0236987897761322
ELK3,6.81897738431036e-08,-0.273725278821284,0.075,0.143,0.00096870392721513
KIAA0930,2.49003200497341e-08,-0.27443172820425,0.078,0.151,0.000353733946626522
GSTK1,1.05357640544664e-13,-0.274600257956303,0.596,0.716,1.4967106415775e-09
TANK,5.20520265883513e-09,-0.275430105678526,0.183,0.284,7.39451089714118e-05
CCNI,1.42844549063296e-30,-0.275689632683485,0.882,0.95,2.02924966399318e-26
LAT,4.14287799490697e-07,-0.277180780762659,0.39,0.451,0.00588537247956484
CRYBG1,2.49009662501909e-06,-0.277717360458892,0.166,0.237,0.0353743126550212
TECR,1.18431385990647e-07,-0.278128120139201,0.275,0.363,0.00168243626938312
RBMS1,1.57941408915022e-07,-0.27838335581134,0.302,0.396,0.00224371565504681
EBAG9,2.07151235766854e-07,-0.278457846084783,0.063,0.123,0.00294279045530392
CCDC6,6.97080254156603e-08,-0.278746889430089,0.086,0.157,0.000990272209054871
CDC42EP3,1.53765747246554e-06,-0.278965820635029,0.113,0.18,0.0218439620538455
NFKB1,1.31147343992543e-08,-0.279643769902001,0.164,0.252,0.000186307916875807
CBWD5,1.05906868508728e-08,-0.280075012805783,0.069,0.14,0.000150451297403499
RHOT1,1.05408676367024e-07,-0.280133169052317,0.081,0.15,0.00149743565646994
EIF2S2,2.85078119940907e-10,-0.28106842129367,0.346,0.467,4.04981977188053e-06
CASP1,3.26592572064265e-07,-0.281451043363654,0.263,0.344,0.00463957407874494
ZSWIM6,3.42464579346127e-09,-0.281564819329559,0.047,0.114,4.86505181419108e-05
ECE1,4.05511034351396e-08,-0.281947888003309,0.058,0.122,0.000576068975399593
ACAT1,1.22093407495821e-08,-0.282221185757021,0.11,0.19,0.000173445894688563
DCP2,6.15695528217548e-08,-0.282681149046624,0.216,0.311,0.000874657067385849
MPLKIP,2.88044047876306e-07,-0.282884977470169,0.125,0.198,0.00409195374413081
POLE4,7.58055991714398e-08,-0.283123461477305,0.236,0.327,0.00107689434182947
NFIA,1.66914916790808e-08,-0.283236066485392,0.045,0.107,0.000237119330793022
OCIAD2,2.42860511733194e-07,-0.283473539974022,0.31,0.377,0.00345007642968176
SLC7A6,4.15266023307686e-08,-0.283636768449491,0.058,0.123,0.000589926912710899
ATP8B2,2.64688509934103e-06,-0.283642460660118,0.089,0.146,0.0376016497212386
RPL4,9.6343192705979e-54,-0.283750525152039,0.99,0.996,1.36865139558114e-49
NT5DC1,1.3953028656969e-07,-0.283856980412386,0.106,0.178,0.00198216725100901
RPS16,3.15665996870939e-70,-0.284205650814426,0.999,1,4.48435115154857e-66
EEF1B2,9.32944426627484e-40,-0.284237379460181,0.992,0.988,1.325340852467e-35
CYB5R4,7.16043244253993e-07,-0.284498175620474,0.154,0.229,0.0101721103278722
ETV6,3.466088362498e-08,-0.284697359965353,0.124,0.206,0.000492392512776466
SAMHD1,1.7990864304737e-12,-0.284843087427256,0.567,0.661,2.55578218313093e-08
TAF9,1.58716772064438e-08,-0.284987851188797,0.168,0.259,0.000225473046394741
CTNNA1,3.7628090868237e-09,-0.285010080863817,0.052,0.122,5.34544658874175e-05
GSPT1,4.77001490709822e-08,-0.28599074605703,0.221,0.308,0.000677628317702373
IL32,3.1869484958427e-12,-0.287094516160684,0.624,0.717,4.52737903319414e-08
RPL39,4.70004194123931e-97,-0.287232774057367,1,1,6.67687958172456e-93
SAP30,1.03968958897085e-08,-0.287460241816691,0.054,0.122,0.000147698303009199
KDM7A,5.31698988389735e-08,-0.287498418819112,0.113,0.189,0.000755331582906457
TAGAP,3.36947500577261e-07,-0.287541682935698,0.141,0.215,0.00478667619320058
GLIPR1,8.18762899502516e-08,-0.287686161453796,0.294,0.384,0.00116313457503327
DTX3L,1.23615810528598e-08,-0.287781360752059,0.133,0.22,0.000175608620436926
NOA1,6.59641156548181e-08,-0.288018219126739,0.066,0.131,0.000937086226992346
KRAS,3.40664492179893e-08,-0.288306817051915,0.258,0.347,0.000483947977590756
NUDT3,3.72309463030546e-09,-0.288308464883794,0.13,0.221,5.28902823181193e-05
TLK1,4.51274472899619e-07,-0.288810066489462,0.299,0.377,0.00641080516201198
TMEM219,7.0429454131224e-10,-0.289186863401795,0.306,0.421,1.00052082538817e-05
SMCHD1,4.57931574201013e-13,-0.289449987833467,0.555,0.68,6.50537594309959e-09
PPM1F,1.18363077292805e-09,-0.28950689089869,0.041,0.109,1.68146587602159e-05
RPL7,1.82141898697974e-76,-0.289559829991624,0.995,0.999,2.58750781290342e-72
ABCE1,1.59059829609865e-08,-0.289738072041776,0.159,0.245,0.000225960393943774
ING5,3.37578215328672e-07,-0.289837624866311,0.086,0.148,0.00479563612695911
LRRC8D,4.2528779517187e-09,-0.290056056032377,0.039,0.101,6.04163841821159e-05
ADI1,4.95047217689957e-08,-0.290253212652747,0.15,0.234,0.000703264077450353
EDEM1,4.03858519718669e-08,-0.291756235275338,0.119,0.2,0.000573721413112342
ATP6V1A,8.48390642464917e-09,-0.291800515118003,0.072,0.146,0.000120522374668566
SMAP2,1.9214782762295e-12,-0.292366772138245,0.53,0.669,2.72965203921163e-08
N4BP2,2.67998871588554e-06,-0.292461261112951,0.129,0.194,0.03807191969787
PAICS,7.18349954783913e-09,-0.293031194915678,0.039,0.1,0.000102048794576603
SPG21,6.57395867006793e-08,-0.293292979699021,0.175,0.261,0.00093389656866985
TBL1XR1,5.18146328267368e-10,-0.293854045177771,0.256,0.365,7.36078673936624e-06
HADHA,3.53503759074798e-11,-0.29424251670806,0.357,0.475,5.02187440141658e-07
CDK2AP1,5.54958414361146e-09,-0.295555515283027,0.059,0.13,7.88373923441444e-05
CELF1,1.52533015977673e-08,-0.295587313558644,0.286,0.381,0.000216688402497882
RRAS,1.24818119131868e-08,-0.295840398373397,0.063,0.131,0.000177316620038732
PHB2,9.25447510241349e-11,-0.295939811621291,0.369,0.481,1.31469073304886e-06
SCARB2,1.03957926421882e-08,-0.295980235959222,0.086,0.162,0.000147682630274925
RPL22,4.43630249647943e-64,-0.296020599101042,1,0.999,6.30221132649868e-60
KDM1B,1.13306104519954e-09,-0.296184566428873,0.041,0.109,1.60962652081047e-05
CIAO2A,1.34693987019489e-08,-0.2967661329794,0.162,0.252,0.000191346277959886
BLVRA,2.49058491548489e-09,-0.296797334894092,0.097,0.18,3.53812493093784e-05
MTMR6,1.40853677920509e-08,-0.297159116681686,0.07,0.14,0.000200096734853874
RELT,1.7659409545904e-11,-0.29809321217967,0.034,0.109,2.50869572009112e-07
AMFR,3.12975438119914e-08,-0.298296062715065,0.129,0.211,0.00044461290739315
PPM1K,1.78635633325585e-06,-0.29830628211958,0.185,0.253,0.0253769780702325
TMEM167A,1.26375892479863e-08,-0.298412189528081,0.165,0.256,0.000179529592856893
ATF6,1.18099687508222e-08,-0.298550594993907,0.117,0.201,0.00016777241607418
SLC12A6,1.7645227996176e-07,-0.298824712918419,0.099,0.167,0.00250668108913677
GIMAP7,5.35936828374567e-09,-0.299242859974663,0.457,0.535,7.6135185838891e-05
C11orf1,1.36641273631019e-08,-0.299691476938919,0.052,0.116,0.000194112593320226
EIF2A,7.54404803220151e-10,-0.299795157611308,0.309,0.42,1.07170746345455e-05
LRRC8C,1.097026976642e-07,-0.300341339703643,0.07,0.133,0.00155843652301762
NUP214,2.15445602510148e-08,-0.300747026737809,0.136,0.22,0.000306062022925916
LINS1,1.6217690385718e-06,-0.300936193039505,0.098,0.157,0.023038850961951
DRAM2,1.92108799040763e-08,-0.301372167482889,0.15,0.236,0.000272909759917308
ABRAXAS1,6.79527654309971e-08,-0.30175065353713,0.088,0.157,0.000965336985712745
TATDN1,2.46052670934699e-08,-0.301806942554693,0.133,0.211,0.000349542424329833
BCL2L11,1.29249654657297e-08,-0.3019870011558,0.071,0.143,0.000183612059406157
RPS20,5.26062064518864e-70,-0.302013041445896,0.998,0.998,7.47323768855499e-66
KIF2A,5.29973657368187e-10,-0.302987706970457,0.384,0.486,7.52880577657247e-06
KLHL5,2.83128894611398e-09,-0.303232630270113,0.052,0.121,4.02212907684952e-05
DIP2B,1.73123220604826e-09,-0.303757236658791,0.052,0.122,2.45938847191215e-05
RNF13,2.12334831531935e-10,-0.303882471744287,0.176,0.283,3.01642861674267e-06
MZT2A,3.36001422482884e-09,-0.304107802298636,0.328,0.42,4.77323620779185e-05
RPL18A,7.21929587019053e-95,-0.304137868776803,1,1,1.02557317131927e-90
CEP85L,1.63952112801665e-07,-0.304358421055612,0.175,0.254,0.00232910371446045
ARRDC3,3.54532302642167e-07,-0.304365948057307,0.103,0.169,0.00503648589133462
STYX,6.24448217349247e-09,-0.304436123271733,0.125,0.212,8.8709113756634e-05
LEPROT,1.19443887208289e-08,-0.304593385893629,0.133,0.218,0.000169681986168096
SLC66A2,7.82363626622177e-10,-0.304652860801864,0.076,0.157,1.11142576797946e-05
HEBP1,5.01518839966728e-10,-0.304802966029431,0.052,0.127,7.12457664056734e-06
LARP1,1.91882680795338e-09,-0.304962595735496,0.195,0.295,2.72588536337858e-05
RESF1,5.0571338774802e-10,-0.304966794478458,0.413,0.506,7.18416438634838e-06
RPL36,1.1347721964751e-83,-0.305076541571378,1,1,1.61205738231252e-79
BTF3L4,7.75497330520607e-10,-0.306095560834517,0.163,0.263,1.10167150773757e-05
SSR3,9.91184497794038e-11,-0.30712328855111,0.235,0.352,1.40807669756621e-06
EIF2D,4.46605485490722e-08,-0.308160105307563,0.083,0.151,0.00063444775268812
SOD1,5.22434422131664e-15,-0.309015468501087,0.557,0.68,7.42170340080242e-11
CREB1,1.16605583057238e-08,-0.30927552020804,0.142,0.229,0.000165649891291112
SATB1,1.0963807350762e-06,-0.309707857604339,0.317,0.38,0.0155751847224925
ATP11A,1.15087466172265e-10,-0.310486553656322,0.054,0.134,1.63493254444319e-06
NDUFAF2,6.51218549857903e-08,-0.311869554790556,0.086,0.155,0.000925121071928137
PRKACA,1.74233506136132e-09,-0.312415968930138,0.09,0.173,2.47516118816989e-05
ZNF106,3.53452276393049e-10,-0.312975526862864,0.248,0.359,5.02114303843965e-06
ST13,8.04229680494626e-13,-0.313831648581173,0.53,0.654,1.14248868411067e-08
MRPL23,1.12233353215021e-10,-0.314208779859018,0.172,0.28,1.59438701577259e-06
YWHAH,1.47136965573854e-07,-0.314921888014197,0.157,0.238,0.00209022773294216
PIAS1,1.48941053097738e-09,-0.315147761389331,0.262,0.366,2.11585660030647e-05
C12orf65,6.96613966405424e-08,-0.316643703071577,0.069,0.133,0.000989609800675545
RTN3,4.38486931077356e-08,-0.316847054015794,0.201,0.288,0.000622914534288491
CHURC1,7.6664608974959e-12,-0.316866670195741,0.379,0.503,1.08909743509827e-07
MRPS33,7.58276603789823e-09,-0.316900457344621,0.117,0.198,0.000107720774334382
CREBL2,6.28089970608089e-11,-0.317881739869572,0.035,0.107,8.92264612245851e-07
APEX1,1.29312940410177e-10,-0.318172728466569,0.285,0.404,1.83701963146697e-06
NMI,2.5653894416241e-10,-0.318720671700279,0.164,0.267,3.6443922407712e-06
THOC3,1.72496522150876e-08,-0.318970879428777,0.11,0.188,0.000245048559367535
SARAF,1.48841607749369e-38,-0.319011138446466,0.93,0.949,2.11444387968754e-34
PIM2,4.50603017977825e-07,-0.319694872259377,0.177,0.251,0.00640126647339298
